category,names,tot_points,n_races,final_rank
NOCAT,MICHAEL TAYLOR,100.0,1,1
NOCAT,RIVER LARIOS,100.0,1,1
NOCAT,TREVOR MORGAN,100.0,1,1
NOCAT,CORBIN HAWKINS,90.0,1,2
NOCAT,MARC CORDIER,90.0,1,2
NOCAT,FINN ALLEN,85.0,1,3
NOCAT,JONATHAN KORMOS,80.0,1,4
NOCAT,KAYLA DUNCAN,75.0,1,5
NOCAT,CAMERON MCMULLEN,70.0,1,6
NOCAT,DAVID PARKINSON,65.0,1,7
NOCAT,NOAH JURAVSKY,60.0,1,8
f0-15,HANNA KINSELLA,100.0,1,1
f0-15,ROSE BILTON,90.0,1,2
f0-15,PALOMA AMOS,85.0,1,3
f0-15,GEORGIA TURVOLGYI,80.0,1,4
f0-15,KAITLYN SAVAGE,75.0,1,5
f0-15,EMILY RIMMER,70.0,1,6
f0-15,ELIZABETH WRIGHT,65.0,1,7
f0-19,JULIANA LORTIE,280.0,3,1
f0-19,NIAMH CARLI,260.0,3,2
f0-19,CHLOE POPP,190.0,2,3
f0-19,ARIA LOEWEN,165.0,2,4
f0-19,MARIANA YALLONARDO,155.0,2,5
f0-19,CAITLIN MCCUE,150.0,2,6
f0-19,CHANTAL ABBOTT,100.0,1,7
f0-19,EMERSON DARLING,100.0,1,7
f0-19,JACQUELINE CHAMBERS,100.0,1,7
f0-19,KYANA ELLIS,100.0,1,7
f0-19,ANAR MOOSA,90.0,1,8
f0-19,ELIANA GIDDENS,90.0,1,8
f0-19,LINDSAY SHORT,85.0,1,9
f0-19,EMMILY OTT,80.0,1,10
f0-19,ISABELLE BURTON,80.0,1,10
f0-19,JULIETTE FREURE,80.0,1,10
f0-19,LAUREN GOODYEAR,80.0,1,10
f0-19,SAVANNAH` SCHULER,80.0,1,10
f0-19,JESSICA WILLIAMS,75.0,1,11
f0-19,LEAH PAYNE,75.0,1,11
f0-19,MARIA SCHIEDEL,75.0,1,11
f0-19,MEGAN PINEAU,75.0,1,11
f0-19,KAIA PLUIM-SIMON,70.0,1,12
f0-19,MAISY THOMAS,70.0,1,12
f0-19,ZOE FERRELLI,70.0,1,12
f0-19,CELESTE FERENCEVIC,65.0,1,13
f0-19,JOSEPHINE CORMIER,65.0,1,13
f0-19,MORGAN ISMAIL,65.0,1,13
f0-19,ALYSSA SINGARAJA,60.0,1,14
f0-19,ANNA JARVI,60.0,1,14
f0-19,MELISSA FUH,60.0,1,14
f0-19,DEREK KELLY,55.0,1,15
f0-19,ZOE LYNCH,55.0,1,15
f0-19,ABBY BRUMWELL,50.0,1,16
f0-19,GABRIELLA STEWART,50.0,1,16
f0-19,MICHELLE KELLY,0.0,1,17
f0-19,ALEXANDRA REEVES,0.0,1,18
f0-19,CHARLOTTE AUCHINLECK-HUGHES,0.0,1,19
f0-19,MADY YOUNG,0.0,1,20
f20-24,HEIDI AKOT,180.0,2,1
f20-24,KAITLYN SHIKAZE,180.0,2,2
f20-24,KAY-LEE GUILLEMETTE,150.0,3,3
f20-24,MARY REA,150.0,2,3
f20-24,MEAGHAN PHILLIPS,150.0,2,3
f20-24,AMBER PERREAULT,135.0,2,4
f20-24,AVA LATHAM,130.0,2,5
f20-24,EMILY DOUGLAS,130.0,2,6
f20-24,ANDREA KIELB,100.0,1,7
f20-24,CASSIDY SMYTH-ROBINSON,100.0,1,7
f20-24,HAYLEY HOOD,100.0,1,7
f20-24,LAUREN MILLER,100.0,1,7
f20-24,LAUREN STADTEGGER,100.0,1,7
f20-24,PAIGE SWEENEY,100.0,1,7
f20-24,ALEX QUEMBY,90.0,1,8
f20-24,ELLA MILLER,90.0,1,8
f20-24,NATALIE SU,90.0,1,8
f20-24,OLIVIA HUSZTI,90.0,1,8
f20-24,ROBYN PERRY,90.0,1,8
f20-24,SYDNEY LAVALLEE,90.0,1,8
f20-24,ELLE CUMMING,85.0,1,9
f20-24,FRANNIE FAVOT,85.0,1,9
f20-24,KATIE TONE,85.0,1,9
f20-24,LAUREN MATAI,85.0,1,9
f20-24,LUANA PORTILHO,85.0,1,9
f20-24,OLIVIA KIELB,85.0,1,9
f20-24,LILY CHUBATY,80.0,1,10
f20-24,MARINA SAFARI,80.0,1,10
f20-24,MAYA BARNABI,80.0,1,10
f20-24,REBECCA GROOTENDORST,80.0,1,10
f20-24,SAMANTHA PADOIN LEE,80.0,1,10
f20-24,TAYLOR MACLENNAN,80.0,1,10
f20-24,BRONWYN PAJO,75.0,1,11
f20-24,CARLY BAIRD,75.0,1,11
f20-24,CLEO LAZAR,75.0,1,11
f20-24,OLIVIA STODDART,75.0,1,11
f20-24,SARAH BERBERICH,75.0,1,11
f20-24,SARAH GEDJA,75.0,2,11
f20-24,TAYLOR SLIPP,75.0,1,11
f20-24,ASIA VAN VLIET,70.0,2,12
f20-24,AVA STEFANOVICH,70.0,1,12
f20-24,MARLIES ILOTT,70.0,1,12
f20-24,NICOLE SMITH,70.0,1,12
f20-24,ALICIA LOPERS,65.0,1,13
f20-24,MORGAN HENDRIKSEN,65.0,1,13
f20-24,SARAH STAPLEY,65.0,1,13
f20-24,ERIN EPPEL,60.0,1,14
f20-24,KATE LEBLANC,60.0,1,14
f20-24,MARLEY O'CONNELL,60.0,1,14
f20-24,SKYLA WALKER,60.0,1,14
f20-24,AMANDA FROESE,55.0,1,15
f20-24,HANNAH LORD,55.0,1,15
f20-24,MEADOW FUNKENHAUSER,55.0,1,15
f20-24,NELEH VIGNEAU SARGEANT,55.0,1,15
f20-24,SASCHA MOTZ,55.0,1,15
f20-24,SOPHIA MOOSA,55.0,1,15
f20-24,ANA DUVNJAK,50.0,1,16
f20-24,LOWEN DUSSELIER,50.0,1,16
f20-24,MADELYN RITCHIE,50.0,1,16
f20-24,PRIYA RAJ,50.0,1,16
f20-24,ALEXIE LINARDATOS,0.0,1,17
f20-24,ALISA PITRE,0.0,1,17
f20-24,CAROLINE HUANG,0.0,1,17
f20-24,CHARLENE ZHANG,0.0,1,17
f20-24,DELLA ALDERSON,0.0,1,17
f20-24,ELLA ETIENNE LABELLE,0.0,1,17
f20-24,ELYSE HINTON,0.0,1,17
f20-24,EMMA FOWLER,0.0,1,17
f20-24,EMMA VAN DYKEN,0.0,1,17
f20-24,FLORA NG,0.0,1,17
f20-24,GEORGIA MEBAN DE GROOT,0.0,1,17
f20-24,HANNAH HORLINGS,0.0,1,17
f20-24,JIAHUI SONG,0.0,1,17
f20-24,JILLIAN CRAWFORD-BOURKE,0.0,1,17
f20-24,JOLIE KELLY,0.0,1,17
f20-24,KATHERINE GORMLEY,0.0,1,17
f20-24,KATIE BALTMAN,0.0,1,17
f20-24,KATIE MURPHY,0.0,1,17
f20-24,KELTI MCCLURE,0.0,1,17
f20-24,KRISTEN BANKS,0.0,1,17
f20-24,LAUREN WALKER,0.0,1,17
f20-24,LIBERTY KONG,0.0,1,17
f20-24,LINDSAY GRICE,0.0,1,17
f20-24,LIONA NDAYISHIMIYE,0.0,1,17
f20-24,LOGAN TUCKER,0.0,1,17
f20-24,MADELYN BRATUZ,0.0,1,17
f20-24,MADELYNN LETT,0.0,1,17
f20-24,MAEVE O'HALLORAN,0.0,1,17
f20-24,MARA JENKINS,0.0,1,17
f20-24,MAYA SOBOL,0.0,1,17
f20-24,MIRANDA COX,0.0,1,17
f20-24,NATASHA FISHMAN,0.0,1,17
f20-24,NENA HARSCH,0.0,1,17
f20-24,NIAMH SULLIVAN,0.0,1,17
f20-24,NICOLE KELLY,0.0,1,17
f20-24,PAIGE GRANT,0.0,1,17
f20-24,RACHEL FUH,0.0,1,17
f20-24,REBECCA FUH,0.0,1,17
f20-24,ROSIE NUCCI,0.0,1,17
f20-24,RUBY STEINBERG,0.0,1,17
f20-24,SARAH BOTTRELL,0.0,1,17
f20-24,SARAH MADILL,0.0,1,17
f20-24,SARAH MONAGHAN CHOW,0.0,1,17
f20-24,SARAH VAN DYKEN,0.0,1,17
f20-24,SEQUOIA KIM,0.0,1,17
f20-24,SHAELYN MCBRIDE,0.0,1,17
f20-24,SHAYLAH FROMAGER,0.0,1,17
f20-24,SHREYA JAIN,0.0,1,17
f20-24,SIMAYA ROSENBLOOM,0.0,1,17
f20-24,SOPHIE COSLOVI,0.0,1,17
f20-24,SOPHIE LOPERS,0.0,1,17
f20-24,SOPHIE WHITING,0.0,1,17
f20-24,TESS OVERVELDE,0.0,1,17
f20-24,VANESSA RICCIUTO,0.0,1,17
f20-24,VANESSA VINE,0.0,2,17
f20-24,VICTORIA CARLYLE,0.0,1,17
f25-29,ANNA DLUGOSZ,245.0,3,1
f25-29,MADELINE ARMSTRONG,210.0,3,2
f25-29,ANGELA MARINA,190.0,2,3
f25-29,RACHEL GLYNN,190.0,2,3
f25-29,KAYLA BUGEYA MILLER,175.0,2,4
f25-29,EMMA ZUCKER,170.0,2,5
f25-29,GILLIAN MCCREESH,115.0,2,6
f25-29,JESSICA MORRIS,100.0,1,7
f25-29,JOCELYN RIET,100.0,1,7
f25-29,JORDYN BANDSTRA,100.0,1,7
f25-29,KATIE MACASKILL,100.0,1,7
f25-29,MOLLY WHITE,100.0,1,7
f25-29,GRACE RESZETNIK,90.0,1,8
f25-29,KRISTINA WALKER,90.0,1,8
f25-29,SAMANTHA GILLEN,90.0,1,8
f25-29,CIARA GAFFNEY,85.0,1,9
f25-29,DANA GARLAND,85.0,1,9
f25-29,ELLA CLARKE,85.0,1,9
f25-29,EMILY COWIE,85.0,1,9
f25-29,GEORGIA ALEXANDER,85.0,1,9
f25-29,GRACE STEWART,85.0,1,9
f25-29,LISA ZHU,85.0,1,9
f25-29,EMILY NORTON,80.0,1,10
f25-29,MIA SAMS,80.0,1,10
f25-29,MOLLY BOUCHARD,80.0,1,10
f25-29,PAIGE ROUGHLEY,80.0,1,10
f25-29,SABRINA ANGCO,80.0,1,10
f25-29,SARAH DUNKLEY,80.0,1,10
f25-29,VANESSA WEREMI,80.0,1,10
f25-29,ALLISON VAN SCHEPEN,75.0,1,11
f25-29,AVA PROMOLI,75.0,1,11
f25-29,ELLA BASTIEN,75.0,1,11
f25-29,ERIN GRENNELL,75.0,1,11
f25-29,HANNAH GALWAY,75.0,2,11
f25-29,JESSICA GRAY,75.0,1,11
f25-29,MADDIE MARTIN,75.0,1,11
f25-29,BRIDGET DESCHENES,70.0,1,12
f25-29,CAMILLE ARCHER,70.0,1,12
f25-29,CHELSEA CHEUNG,70.0,1,12
f25-29,CHRISTINE BURCHER,70.0,1,12
f25-29,EMILY MCCURDY,70.0,1,12
f25-29,EMMA FAZEKAS,70.0,1,12
f25-29,SHALEA SHACKLETON,70.0,1,12
f25-29,BIANCA ALTILIA BRETON,65.0,1,13
f25-29,MEGAN GRENNELL,65.0,1,13
f25-29,OLIVIA PEARSON,65.0,1,13
f25-29,SARA FOLKINS,65.0,1,13
f25-29,SARAH TUCKER,65.0,1,13
f25-29,TORY GOWLAND-WOOD,65.0,1,13
f25-29,CHRISTINA HASSEY,60.0,1,14
f25-29,GABRIELLE PAUPST,60.0,1,14
f25-29,IRENE DEPACINA,60.0,1,14
f25-29,KENNEDY QUIGG,60.0,1,14
f25-29,MADELINE BEAUVAIS,60.0,1,14
f25-29,MELANIE DUGAS,60.0,1,14
f25-29,NICOLE PATTERSON,60.0,1,14
f25-29,WINNIE CHOW,60.0,1,14
f25-29,ANASTASIA PISKUNOVA,55.0,1,15
f25-29,INES LEWIS,55.0,1,15
f25-29,JESSICA PITRE,55.0,1,15
f25-29,LAURA GILES,55.0,1,15
f25-29,LIZ VANDERVEEKEN,55.0,1,15
f25-29,MACKENZIE PARKE,55.0,1,15
f25-29,RACHEL SCHWEGEL,55.0,1,15
f25-29,CLAIRE SMILES,50.0,1,16
f25-29,DEBBIE HART,50.0,1,16
f25-29,KATIE KISSICK,50.0,1,16
f25-29,MARY ANNE SCHOENHARDT,50.0,1,16
f25-29,NIDA NAUSEDAS,50.0,1,16
f25-29,RACHEL HENDRIKS,50.0,1,16
f25-29,TEEGHAN NIBLET-WILSON,50.0,1,16
f25-29,ALEXA USZKAY,0.0,1,17
f25-29,ALYSSA ELLIGSON,0.0,1,17
f25-29,AMY CHEN,0.0,1,17
f25-29,ANGELA NOORLANDER,0.0,1,17
f25-29,ANGELINE NIJMEH,0.0,1,17
f25-29,ANKA CHAN,0.0,1,17
f25-29,ASHLEY SEITZ,0.0,1,17
f25-29,AUTUMN DELORME,0.0,1,17
f25-29,BROOKE BIDYK,0.0,1,17
f25-29,CAITLIN SCHROPP,0.0,1,17
f25-29,CASEY GALLIVAN,0.0,1,17
f25-29,CASEY HILDITCH,0.0,1,17
f25-29,CASSANDRA LEE,0.0,1,17
f25-29,CELINE JEON,0.0,1,17
f25-29,CHRISTINE NGUYEN,0.0,1,17
f25-29,CHRISTINE WHITE,0.0,1,17
f25-29,CONNIE TOU,0.0,1,17
f25-29,CRISTINA MUNOZ,0.0,1,17
f25-29,CRISTINA VENEGAS,0.0,1,17
f25-29,DANIELLE MOREL,0.0,1,17
f25-29,DENISE KESKIKYLA,0.0,1,17
f25-29,DORSA NAHID,0.0,1,17
f25-29,ELLA MORGAN,0.0,1,17
f25-29,EMILIA DE FABRITIIS,0.0,1,17
f25-29,EMILY TEIXEIRA,0.0,1,17
f25-29,EMMA HOUCK,0.0,1,17
f25-29,ERICA ENRILE,0.0,1,17
f25-29,GABBY GARRO,0.0,1,17
f25-29,GABI DUHAIME,0.0,1,17
f25-29,GILLIAN YOUNG,0.0,1,17
f25-29,GUADALUPE OTERO,0.0,1,17
f25-29,HANNAH MILES,0.0,1,17
f25-29,HASNA KHAN,0.0,1,17
f25-29,HAYDI EL MENIAWY,0.0,1,17
f25-29,HELENA CARTER-HUFFMAN,0.0,1,17
f25-29,JACQUELINE FLEISIG,0.0,1,17
f25-29,JANELLE SOOKHAI,0.0,1,17
f25-29,JILLIAN CURRIE,0.0,1,17
f25-29,JOCELYN KERR,0.0,1,17
f25-29,JORDAN DANIELS,0.0,1,17
f25-29,JULIETTE LAVALLÉE,0.0,1,17
f25-29,KAITLIN LESCO,0.0,1,17
f25-29,KATE MACQUARRIE,0.0,1,17
f25-29,KELSEY ROI,0.0,1,17
f25-29,KIRA ROSENBLOOM,0.0,1,17
f25-29,MADDIE MERRIFIELD,0.0,1,17
f25-29,MADELEINE FRIESEN,0.0,1,17
f25-29,MADELEINE LUCIER-HALL,0.0,1,17
f25-29,MADELINE CAPONE,0.0,1,17
f25-29,MARENA PHILLIPS,0.0,1,17
f25-29,MARIA VAN DYKEN,0.0,1,17
f25-29,MARLENA FULKERSON,0.0,1,17
f25-29,MEAGHAN DUFFY,0.0,1,17
f25-29,MEGHAN FLOOD,0.0,1,17
f25-29,MEIXIN ZHANG,0.0,1,17
f25-29,NATALIA MIELCZAREK,0.0,1,17
f25-29,OLIVIA CROOME,0.0,1,17
f25-29,PAIGE PAGLIARO,0.0,1,17
f25-29,PREYAH SETH,0.0,1,17
f25-29,RACHEL POON,0.0,1,17
f25-29,RACHEL TADROSS,0.0,1,17
f25-29,RAQUEL TOVAR,0.0,1,17
f25-29,RYLEE MOXAM,0.0,1,17
f25-29,SABRINA BRELLISFORD,0.0,1,17
f25-29,SAMANTHA DEKART,0.0,1,17
f25-29,SARAH BAVARO,0.0,1,17
f25-29,SARAH MCLEAN,0.0,1,17
f25-29,SARAH WALSH,0.0,1,17
f25-29,SELENA MARCHENA,0.0,1,17
f25-29,SHAHED EL BABA,0.0,1,17
f25-29,SHANNON FENWICK,0.0,1,17
f25-29,SHARON YANG,0.0,1,17
f25-29,SHAY BLUTRICH,0.0,1,17
f25-29,SIERRA DOWLING,0.0,1,17
f25-29,SKYLER ASH,0.0,1,17
f25-29,TAYLOR MACDONALD,0.0,1,17
f25-29,VICTORIA MURGUEYTIO,0.0,1,17
f25-29,VIVIAN LI,0.0,1,17
f25-29,WENDY ZHOU,0.0,1,17
f25-29,YANYAN TRAN,0.0,1,17
f30-34,GRACE O'BRIEN,285.0,3,1
f30-34,LAUREN MANDERS,190.0,2,2
f30-34,KERRIE STAMBLER,150.0,2,3
f30-34,TERESA REITZ,145.0,2,4
f30-34,CHANTEL CONLON,100.0,1,5
f30-34,CLAIRE HAINES,100.0,1,5
f30-34,IRINA METELYUK,100.0,1,5
f30-34,LIANA RIETMULLER,100.0,1,5
f30-34,LOTTE CRUTZEN,100.0,1,5
f30-34,ALEXANDRA MACLELLAN,90.0,1,6
f30-34,ANNESSA BESELAERE,90.0,1,6
f30-34,CHRISTINA WATSON,90.0,1,6
f30-34,CHRISTINE CAMOZZI,90.0,1,6
f30-34,JESS HOLMES,90.0,1,6
f30-34,LENA COURCOL,90.0,1,6
f30-34,TIIA LAHE,90.0,1,6
f30-34,ERIN ALBAUM,85.0,1,7
f30-34,EVELYN GRAHAM,85.0,1,7
f30-34,LAUREN HEUVEL,85.0,1,7
f30-34,MARIA MARCHESE,85.0,1,7
f30-34,STEPHANIE FATA,85.0,1,7
f30-34,ALANA FAIRFAX,80.0,1,8
f30-34,AMELIA ABDERREZAK,80.0,1,8
f30-34,ANNIKA RINAS,80.0,1,8
f30-34,DIANA HASTINGS,80.0,3,8
f30-34,JAMILIE BROCHU,80.0,1,8
f30-34,LAURA FOX,80.0,1,8
f30-34,RENATA MARTONE,80.0,1,8
f30-34,SAMANTHA EDWARDS,80.0,1,8
f30-34,ALEXANDRA WOLTING,75.0,1,9
f30-34,ALEXIS PEARMAN,75.0,1,9
f30-34,ALIKA KINGSBURY-PAUL,75.0,2,9
f30-34,ALLIE DI RIENZO,75.0,1,9
f30-34,CLARE MITCHELL,75.0,1,9
f30-34,ELLEN BODE,75.0,1,9
f30-34,JENNIFER MCNAUGHTON,75.0,1,9
f30-34,SINA WOERTHLE,75.0,1,9
f30-34,CHRISTINE KARELSEN,70.0,1,10
f30-34,KIMBERLEY VANDER ZAAG,70.0,1,10
f30-34,MACKENZIE THURSTON,70.0,1,10
f30-34,MEAGHAN KAVANAGH,70.0,1,10
f30-34,MICHELLE DURANTE,70.0,1,10
f30-34,MORGAN SWAN,70.0,1,10
f30-34,NATALIE KONG,70.0,1,10
f30-34,VANESSA HUBER,70.0,1,10
f30-34,AMY ASKES,65.0,1,11
f30-34,AMY LLOYD,65.0,1,11
f30-34,DARIA RUGINIS,65.0,1,11
f30-34,JESSIE MERCER,65.0,1,11
f30-34,MONIQUE GUILLEMETTE,65.0,1,11
f30-34,RACHEL WALTON,65.0,1,11
f30-34,TESS MCGURN,65.0,1,11
f30-34,ALYSON BOWDEN,60.0,1,12
f30-34,AMANDA HUONG,60.0,1,12
f30-34,BRITTANY REBELO,60.0,1,12
f30-34,LOUISE REES,60.0,1,12
f30-34,MICHELE BROWN,60.0,1,12
f30-34,TORI SEMPLE,60.0,1,12
f30-34,VIKTORIIA ANDREIEVA,60.0,1,12
f30-34,BEATRICE BUNIESKI,55.0,1,13
f30-34,DEVYNN GOMES,55.0,1,13
f30-34,ELIZABETH SQUIRELL,55.0,1,13
f30-34,EMILY ROSE JOYAL,55.0,1,13
f30-34,LAURA LEHMAN,55.0,1,13
f30-34,LINDSEY VOGT,55.0,1,13
f30-34,MEGAN HOOPER,55.0,1,13
f30-34,SIERRA PARSONS,55.0,1,13
f30-34,CRISTINA PALETTA,50.0,1,14
f30-34,ERIN KOOT,50.0,1,14
f30-34,HANNAH LEBEL,50.0,1,14
f30-34,KRISTINE SULTMANIS,50.0,2,14
f30-34,LEEANNE WHITEHOUSE,50.0,1,14
f30-34,MADELINE VANDER ZAAG,50.0,1,14
f30-34,RACHEL FULFORD,50.0,1,14
f30-34,ALEX SNYDER,0.0,1,15
f30-34,ALEXANDRA KEARNS,0.0,1,15
f30-34,ALEXANDRA LAWLOR,0.0,1,15
f30-34,ALLI MCCONNELL,0.0,1,15
f30-34,ALLY RUTTAN,0.0,1,15
f30-34,ALYSSA M FIEDLER,0.0,1,15
f30-34,AMANDA VERE,0.0,1,15
f30-34,AMY MCCONAGHY,0.0,1,15
f30-34,ANDREA PAPE,0.0,1,15
f30-34,ANNIE CONSTANTINESCU,0.0,1,15
f30-34,AVERY HARTE,0.0,1,15
f30-34,BLAIRE SAUNDERS,0.0,1,15
f30-34,BREANA POIRIER,0.0,1,15
f30-34,CAROLYN WISNIEWSKI,0.0,1,15
f30-34,CHRISTINA COOK,0.0,1,15
f30-34,CHRISTINA HESS,0.0,1,15
f30-34,CHRISTINE THOBURN,0.0,1,15
f30-34,CRYSTAL DOUGLAS,0.0,1,15
f30-34,DANIELLE CAMPOS,0.0,1,15
f30-34,DANIELLE COLBY,0.0,1,15
f30-34,DERYA TURAN,0.0,1,15
f30-34,ELLIE DOBBYNE,0.0,1,15
f30-34,ERIKA FIEDLER,0.0,1,15
f30-34,ERIKA ROBINSON,0.0,1,15
f30-34,FRANCES WU,0.0,1,15
f30-34,GALI KATZNELSON,0.0,1,15
f30-34,GLORIA FERNANDEZ OLIVARES,0.0,1,15
f30-34,HANNA GROVER RICHARDSON,0.0,1,15
f30-34,HANNAH STIRTON,0.0,1,15
f30-34,HANNAH TEEPLE,0.0,1,15
f30-34,HAYLEY BETTLES,0.0,1,15
f30-34,HEATHER BOOTS,0.0,1,15
f30-34,HILARY NEAL,0.0,1,15
f30-34,HILLARY TUFFORD,0.0,1,15
f30-34,JACQUELINE CRAIG,0.0,1,15
f30-34,JASMINE SONG,0.0,1,15
f30-34,JENNA CANONACO,0.0,1,15
f30-34,JESSICA HOFFELDT,0.0,1,15
f30-34,JESSICA WATTS,0.0,1,15
f30-34,JIANING LUO,0.0,1,15
f30-34,JOLINE VAN MAANEN,0.0,1,15
f30-34,JULIA ALMEIDA,0.0,1,15
f30-34,JULIE LEITCH,0.0,1,15
f30-34,KALI COLL,0.0,1,15
f30-34,KARINA MUHIR,0.0,1,15
f30-34,KATE JACOBS,0.0,1,15
f30-34,KELLY HUISMAN,0.0,1,15
f30-34,KENDRA FLEMMING,0.0,1,15
f30-34,KIRSTEN GUY,0.0,1,15
f30-34,LAURA ARBOUR,0.0,1,15
f30-34,LAURA GRENON,0.0,1,15
f30-34,LAURA SCHWEGEL,0.0,1,15
f30-34,LAUREN BREADNER,0.0,1,15
f30-34,LAUREN SOKOLOWSKI,0.0,1,15
f30-34,LAURIN BLACK,0.0,1,15
f30-34,LAYA POLOWIN,0.0,1,15
f30-34,LIBBY EDWARDS,0.0,1,15
f30-34,LISA VAN OSCH,0.0,1,15
f30-34,LUCIE SIMCO,0.0,1,15
f30-34,MADDIE LYNCH,0.0,1,15
f30-34,MADELENE HARBOTTLE,0.0,1,15
f30-34,MADISON CUPANI,0.0,1,15
f30-34,MARIA ALANCHERRY,0.0,1,15
f30-34,MARIA FALLAS,0.0,1,15
f30-34,MARIE-EVE SERVENT,0.0,1,15
f30-34,MEGAN DRUPALS,0.0,1,15
f30-34,MEGAN STUBBS,0.0,1,15
f30-34,MELISSA RICARDO,0.0,1,15
f30-34,NATALIE TERNAMIAN,0.0,1,15
f30-34,NATALINE DUPUIS,0.0,1,15
f30-34,OCEAN JOHNSON-STOREY,0.0,1,15
f30-34,PARISA TADI,0.0,1,15
f30-34,RACHAEL MORRA,0.0,1,15
f30-34,RAE ANN TEIXEIRA,0.0,1,15
f30-34,RENEE BALL,0.0,1,15
f30-34,ROSIE GIBBONS,0.0,1,15
f30-34,SARA SNACHE,0.0,1,15
f30-34,SARAH DEGENOVA,0.0,1,15
f30-34,SARAH DONALDSON,0.0,1,15
f30-34,SARAH KNOWLES,0.0,1,15
f30-34,SAREH DANESHIAN,0.0,1,15
f30-34,SERINA DAI,0.0,1,15
f30-34,SHANNIN MORGAN,0.0,3,15
f30-34,SHAYLYN LUCAS,0.0,1,15
f30-34,SHELBY DORFMAN,0.0,1,15
f30-34,STEPHANIE BARIL,0.0,1,15
f30-34,SUNNY-AMELIA MARSHALL,0.0,1,15
f30-34,TASH YOUSUF,0.0,1,15
f30-34,TRACEY HUBER,0.0,1,15
f30-34,TRITI KHORASHEH,0.0,1,15
f30-34,VANESSA COMEAU,0.0,1,15
f30-34,WAVERLY HUTCHINSON,0.0,1,15
f35-39,KIRBY SKINN-JONES,180.0,2,1
f35-39,MARGOT LEMIEUX,170.0,2,2
f35-39,SHERI KRELL,160.0,2,3
f35-39,BRIANNE OZIMOK,140.0,2,4
f35-39,LEE SELA,130.0,2,5
f35-39,ANA GARCIA,120.0,2,6
f35-39,ALISON CREBA,100.0,1,7
f35-39,BRYNELLE GLOVER,100.0,1,7
f35-39,EMILY MARTIN,100.0,1,7
f35-39,EMILY TURNER,100.0,1,7
f35-39,KATHLEEN DORSEY,100.0,1,7
f35-39,MICHELLE BOYD,100.0,1,7
f35-39,ROXANNE EGAN-ELLIOTT,100.0,1,7
f35-39,CARLY WATTERS,90.0,1,8
f35-39,ERIN THOMAS,90.0,1,8
f35-39,IRINA SHTEPA,90.0,1,8
f35-39,JENNIFER HOLMAN,90.0,1,8
f35-39,KELSEY STRAATSMA,90.0,1,8
f35-39,RACHEL GOULET,90.0,1,8
f35-39,SHANNON PARSONS,90.0,1,8
f35-39,CHRISTINE PAIVA,85.0,1,9
f35-39,GABRIELLE COOTE,85.0,2,9
f35-39,JANE LOYER,85.0,1,9
f35-39,LESLIE BONE,85.0,1,9
f35-39,MAGGIE PAYNE,85.0,1,9
f35-39,MARISSA WEAVER,85.0,1,9
f35-39,ELLI GARLIN,80.0,1,10
f35-39,JENNA MCDONALD,80.0,1,10
f35-39,JILL HOLMES,80.0,1,10
f35-39,KALY TOBE,80.0,1,10
f35-39,KAREN NGO,80.0,1,10
f35-39,MORGAN KELLY,80.0,1,10
f35-39,AMY OVERSTROM,75.0,1,11
f35-39,CHANTEL MULLAN,75.0,1,11
f35-39,KELSEY MOLNAR,75.0,1,11
f35-39,LEILA BAL,75.0,1,11
f35-39,MARNIE LAVIGNE,75.0,1,11
f35-39,MEAGHAN COKER,75.0,1,11
f35-39,POLINA OSMERKINA,75.0,1,11
f35-39,TESSA ROBINSON,75.0,1,11
f35-39,CATHERINE MCLAUGHLIN,70.0,1,12
f35-39,COURTNEY MILLER,70.0,1,12
f35-39,EMILY HIGGINS,70.0,1,12
f35-39,JELENA BOOCOCK,70.0,1,12
f35-39,KALLI GREEN,70.0,1,12
f35-39,MICHELLE FARRAR,70.0,1,12
f35-39,BRITTANY LAVERGNE,65.0,1,13
f35-39,CAITLIN THOMPSON,65.0,1,13
f35-39,ELISSA TURNER,65.0,1,13
f35-39,KALEY SUHR,65.0,1,13
f35-39,LEAHANNE SCHLENDER,65.0,1,13
f35-39,MELANIE BRISSON,65.0,3,13
f35-39,NICOLA KIRWAN,65.0,1,13
f35-39,CAITLIN DUFFIN,60.0,2,14
f35-39,CATHERINE MORGAN,60.0,1,14
f35-39,CHANTAL WONG,60.0,1,14
f35-39,JOANNA STEPHENSON,60.0,1,14
f35-39,KAILEY MCINTEE,60.0,1,14
f35-39,KRISTA LABINE,60.0,2,14
f35-39,ADARA DOHERTY,55.0,1,15
f35-39,BREANNE JACKSON,55.0,1,15
f35-39,CAITLIN SMAL,55.0,1,15
f35-39,CAROLINE PULLAN,55.0,1,15
f35-39,KIMBERLEY OUELLETTE,55.0,1,15
f35-39,TINA ZHU,55.0,1,15
f35-39,VICTORIA LABERGE,55.0,1,15
f35-39,ALLISON CUBBERLEY,50.0,1,16
f35-39,ANTONINA PIANYKH,50.0,1,16
f35-39,JEN SICKINGER,50.0,1,16
f35-39,JESIANE QUEIROZ ODA,50.0,1,16
f35-39,LISA AMERONGEN,50.0,1,16
f35-39,NADIA KAMAL,50.0,1,16
f35-39,SHANNON WINTERBURN,50.0,1,16
f35-39,ALANNA KEELEY,0.0,1,17
f35-39,ALI CLOSE,0.0,1,17
f35-39,ALYSSA MCKONE,0.0,1,17
